make,model,variant,year,heavy_duty_part,extra_heavy_duty_part,premium_part,agm_efb_part,comments,reg_required,page,provenance,confidence
FORD,ECOSPORT,"BK, 3Cyl, 1.0L",2013 to 2017,3372,,3972,4044,Must use EFB battery.,Yes,48,original-transcription,guide
FORD,ECOSPORT,"BK, 4Cyl, 1.5L",2013 to 2017,3372,,3972,4044,Must use EFB battery.,Yes,48,original-transcription,guide
FORD,ECOSPORT,"BL, 3Cyl, 1.0L",2017 onward,,,5344,4044,Must use EFB battery.,Yes,48,original-transcription,guide
FORD,ECOSPORT,"BL, 3Cyl, 1.5L",2017 onward,,,5344,4044,Must use EFB battery.,Yes,48,original-transcription,guide
FORD,ENDURA,"Trend, 2.0L, Diesel",2018 onward,4504,,3544,5582,,,48,original-transcription,guide
FORD,ESCAPE,"BA, V6",2001 to 2003,4504,3502,3772,5582,,,48,original-transcription,guide
FORD,ESCAPE,"ZA, V6",2001 to 2004,4504,,3544,5582,,,48,original-transcription,guide
FORD,ESCAPE,"ZB, 4 Cyl",2004 to 2006,4504,,3544,5582,,,48,original-transcription,guide
FORD,ESCAPE,"ZB, V6",2004 to 2006,4504,,3544,5582,,,48,original-transcription,guide
FORD,ESCAPE,"ZC, 4 Cyl",2006 to 2008,4504,,2544,5582,,,48,original-transcription,guide
FORD,ESCAPE,"ZD, 4 Cyl",2008 to 2012,4504,,2544,5582,,,48,original-transcription,guide
FORD,ESCAPE,"ZG, 2.0L, Diesel",2016 to 2019,,,,4044,Must use EFB battery.,Yes,48,original-transcription,guide
FORD,ESCAPE,"ZG, 2.0L, Petrol",2016 to 2019,,,,4044,Must use EFB battery.,Yes,48,original-transcription,guide
FORD,ESCORT,Mk I,1970 to 1976,2502,,2134,,,,48,original-transcription,guide
FORD,ESCORT,Mk II,1976 to 1983,2502,,2542,,,,48,original-transcription,guide
FORD,EVEREST,"UA, 3.2L, Diesel",2015 to 2018,,,5372,5582,,,48,original-transcription,guide
FORD,EVEREST,"UA II, 2.0L, Diesel",2018 onward,2583,3665,,,Requires 2 batteries. 2x3664 or 2x5536.,Yes,49,original-transcription,guide
FORD,EXPLORER,All variants,1996 to 2008,2502,2542,,,Requires 2 batteries. 2x3664 or 2x5536.,,49,original-transcription,guide
FORD,F100,All variants,1970 to 1987,2502,,2542,,,,49,original-transcription,guide
FORD,F150,All variants,1987 to 1992,3664,,2542,,,,49,original-transcription,guide
FORD,F250,All variants,2001 onward,2503,,2542,,,,49,original-transcription,guide
FORD,F250,"7.3L, V8, Diesel",2001 onward,2503,,2542,5536,,,49,original-transcription,guide
FORD,F250,Diesel,2001 to 2007,2503,,2542,,,,49,original-transcription,guide
FORD,F350,Diesel,2001 onward,2503,,2542,,,,49,original-transcription,guide
FORD,F350,All variants,1978 to 1985,2502,,2542,5536,Requires both batteries.,,49,original-transcription,guide
FORD,FAIRLANE,All variants,1960 to 1972,2502,,2542,,,,49,original-transcription,guide
FORD,FAIRLANE,"Z Series, 500, 6 Cyl",1960 to 1972,2502,,2542,,,,49,original-transcription,guide
FORD,FAIRLANE,"Z Series, 500, V8",1972 to 1979,2502,,2542,,,,49,original-transcription,guide
FORD,FAIRLANE,"Z Series, 500, 6 Cyl",1972 to 1979,2502,,2542,,,,49,original-transcription,guide
FORD,FAIRLANE,NA,1988 to 1991,2502,,2542,,,,49,original-transcription,guide
FORD,FAIRLANE,"NF, NL",1995 to 1999,5375,,2542,,,,49,original-transcription,guide
FORD,FAIRLANE,"AU, BA, BF",1999 to 2007,5375,,2542,,,,49,original-transcription,guide
FORD,FAIRMONT,X Series,1965 to 1972,2502,,2542,,,,49,original-transcription,guide
FORD,FAIRMONT,"X Series, V8",1965 to 1972,2502,,2542,,,,49,original-transcription,guide
FORD,FAIRMONT,"XA, XB, XC",1972 to 1979,2502,,2542,,,,49,original-transcription,guide
FORD,FAIRMONT,"XD, XE, XF",1979 to 1988,2502,2542,,,Original set up requires bolt on terminals and no ledges.,,49,original-transcription,guide
FORD,FAIRMONT,"XD, XE, XF, V8",1979 to 1988,2502,2542,,,Original set up requires bolt on terminals and no ledges. 2502 & 2542 may need some extra work required.,,49,original-transcription,guide
FORD,FAIRMONT,"EB, ED",1991 to 1994,2502,,2542,,,,49,original-transcription,guide
FORD,FAIRMONT,"EF, EL, 6 cyl",1994 to 1998,5375,,2542,,,,49,original-transcription,guide
FORD,FAIRMONT,"AU, BA, BF",1998 to 2008,5375,,2542,,,,49,original-transcription,guide
FORD,FALCON,X Series,1960 to 1972,2502,2542,,,Original set up requires bolt on terminals and no ledges. 2502 & 2542 may need some extra work required.,,50,original-transcription,guide
FORD,FALCON,"X Series, V8",1960 to 1972,2502,2542,,,Original set up requires bolt on terminals and no ledges. 2502 & 2542 may need some extra work required.,,50,original-transcription,guide
FORD,FALCON,"XA, XB, XC",1972 to 1979,2502,,2542,,,,50,original-transcription,guide
FORD,FALCON,"XD, XE, XF",1979 to 1988,2502,,2542,,,,50,original-transcription,guide
FORD,FALCON,"XD, XE, XF, V8",1979 to 1988,2502,,2542,,,,50,original-transcription,guide
FORD,FALCON,"Ute, Van",1988 to 1991,2501,,2542,,,,50,original-transcription,guide
FORD,FALCON,"EB, ED",1991 to 1994,2502,,2542,,,,50,original-transcription,guide
FORD,FALCON,"Ute, Van",1991 to 1994,2501,,2542,,,,50,original-transcription,guide
FORD,FALCON,"EF, EL, V8",1994 to 1998,5375,,2542,,,,50,original-transcription,guide
FORD,FALCON,"Ute, Van",1994 to 1998,5375,,2542,,,,50,original-transcription,guide
FORD,FALCON,"AU, BA, BF, FG",1998 to 2011,5375,,2382,,,,50,original-transcription,guide
FORD,FALCON,FG Mk2,2011 to 2014,5375,,2382,,ICC Alert. Recommend using memory minder - refer to MasterFit.,Yes,50,original-transcription,guide
FORD,FALCON,FG X,2014 onward,5375,,2382,,ICC Alert. Recommend using memory minder - refer to MasterFit.,Yes,50,original-transcription,guide
FORD,FESTIVA,WA,1991 to 1994,,,2382,,,,50,original-transcription,guide
FORD,FESTIVA,"WB, WD, WF",1993 to 2000,,,2544,,,,50,original-transcription,guide
FORD,FESTIVA,"WP, WQ",2002 to 2009,,3372,,3662,,,50,original-transcription,guide
FORD,FIESTA,"WS, WT, Diesel",2009 to 2013,,3372,,3662,,,50,original-transcription,guide
FORD,FIESTA,"WS, WT, Petrol",2009 to 2013,,3372,,3662,,,50,original-transcription,guide
FORD,FIESTA,"WZ, Petrol",2013 onward,,3372,,3662,,,50,original-transcription,guide
FORD,FIESTA,"WZ, Sport, 3cyl, Manual",2013 onward,,3372,,3662,,,50,original-transcription,guide
FORD,FIESTA,"WZ, Sport, 3cyl, Automatic",2013 onward,,3372,,3662,,,50,original-transcription,guide
FORD,FIESTA,"WZ, ST, 4cyl, Turbo, Petrol",2013 onward,,3372,,3662,,,50,original-transcription,guide
FORD,FIESTA,Diesel,2013 to 2018,,3372,,3662,,,50,original-transcription,guide
FORD,FIESTA,Petrol,2013 to 2018,,3372,,3662,,,50,original-transcription,guide
FORD,FOCUS,"LR, 3D Hatch, ST170, Zetec",2002 to 2005,,3662,3662,5536,Bonnet access is behind front badge.,,50,original-transcription,guide
FORD,FOCUS,"LR, Sedan, 5D Hatch",2002 to 2005,,3552,3552,5526,Bonnet access is behind front badge.,,51,original-transcription,guide
FORD,FOCUS,"LS, LT, 2.0L, Diesel",2005 to 2009,,3552,3552,5526,,,51,original-transcription,guide
FORD,FOCUS,"LS, LT, 2.0L, Petrol",2005 to 2009,,3552,3552,5526,,,51,original-transcription,guide
FORD,FOCUS,"LV, 2D Cabriolet",2008 to 2011,,5372,3662,5556,,,51,original-transcription,guide
FORD,FOCUS,"LV, 3D Hatch, 2.5L, RS, Turbo, Petrol",2008 to 2011,,,,4036,Stop Start; must use EFB.,Yes,51,original-transcription,guide
FORD,FOCUS,"LV, 3D Hatch, 2.5L, XR5 Turbo, Petrol",2008 to 2011,,,,4036,Stop Start; must use EFB.,Yes,51,original-transcription,guide
FORD,FOCUS,"LV, 5D Sedan, 5D Hatch, 2.0L, Petrol",2008 to 2011,,5372,3552,5526,,,51,original-transcription,guide
FORD,FOCUS,"LW, Diesel",2011 to 2015,,4372,3884,5536,,,51,original-transcription,guide
FORD,FOCUS,"LW, Petrol",2011 to 2015,,4372,3884,5536,,,51,original-transcription,guide
FORD,FOCUS,"LZ, 1.5L, Petrol",2015 to 2018,,5375,2542,4044,"Stop Start, must use EFB. OBD2 located behind trinket tray under headlight switch. Squeeze sides of tray to gain access.",Yes,51,original-transcription,guide
FORD,FOCUS,"LZ, RS, 2.3L Petrol",2015 to 2018,,5375,2542,4044,"Stop Start, must use EFB. OBD2 located behind trinket tray under headlight switch. Squeeze sides of tray to gain access.",Yes,51,original-transcription,guide
FORD,FOCUS,"LZ, ST, 2.0L, Petrol",2015 to 2018,,5375,2542,4044,"Stop Start, must use EFB. OBD2 located behind trinket tray under headlight switch. Squeeze sides of tray to gain access.",Yes,51,original-transcription,guide
FORD,FPV,"AU, BA, BF",2003 to 2008,,5375,2542,5536,,,51,original-transcription,guide
FORD,FPV,"FG, all models",2008 onward,,5375,2542,5536,ICC Alert - refer to MasterFit.,Yes,51,original-transcription,guide
FORD,FUTURA,X Series,1962 to 1975,,2502,2542,5536,,,51,original-transcription,guide
FORD,FUTURA,"X Series, V8",1962 to 1975,,2502,2542,5536,,,51,original-transcription,guide
FORD,GALAXIE,500,1964 to 1969,,2502,2542,5536,,,51,original-transcription,guide
FORD,GALAXIE,All variants,1999 to 2003,,5375,3662,5536,,,51,original-transcription,guide
FORD,KA,All variants,2011 to 2013,,5372,3554,5526,,,51,original-transcription,guide
FORD,KUGA,"TF, Diesel",2013 onward,,3664,3884,5566,CAUTION: See PDF before removing battery.,Yes,51,original-transcription,guide
FORD,KUGA,"TF, Petrol",2013 onward,,3664,3884,5566,CAUTION: See PDF before removing battery.,Yes,51,original-transcription,guide
FORD,KUGA,"TF, Petrol",2013 to 2015,5372,,2382,,CAUTION: See PDF before removing battery.,Yes,52,original-transcription,guide
FORD,KUGA,"TF Mk 2, 1.5L Petrol",2015 onward,,,,4034,"CAUTION: See PDF before removing battery. Stop Start, must use EFB.",Yes,52,original-transcription,guide
FORD,KUGA,"TF Mk 2, 2.0L Diesel",2015 onward,,,,4044,"CAUTION: See PDF before removing battery. Stop Start, must use AGM.",Yes,52,original-transcription,guide
FORD,KUGA,"TF Mk 2, 2.0L Petrol",2015 onward,,,,4044,"CAUTION: See PDF before removing battery. Stop Start, must use AGM.",Yes,52,original-transcription,guide
FORD,LASER,"KA, KB, KC, KE, KF",1981 to 1991,2502,2542,,,Original set up requires bolt on terminals and no ledges. 2502 & 2542 may need some extra work required.,,52,original-transcription,guide
FORD,LASER,"KH, KJ, KL, KN, KQ",1991 to 2003,2502,2542,,,May need new Terminals.,,52,original-transcription,guide
FORD,LTD,All variants,1970 to 1979,2502,,2542,,,,52,original-transcription,guide
FORD,LTD,All variants,1979 to 1991,,2502,2542,5536,,,52,original-transcription,guide
FORD,LTD,"DF, DL",1995 to 1999,,5375,2542,5536,,,52,original-transcription,guide
FORD,LTD,DC,1991 to 1995,,2502,2542,5536,,,52,original-transcription,guide
FORD,LTD,"AU, BA, BF",1999 to 2007,,5375,2542,5536,,,52,original-transcription,guide
FORD,MAVERICK,Diesel,1988 to 1994,4704,4704,2384,5594,,,52,original-transcription,guide
FORD,MAVERICK,Petrol,1988 to 1994,4504,4703,2384,5582,,,52,original-transcription,guide
FORD,MAXIVAN,All variants,1979 to 1990,4704,2382,4593,,,,52,original-transcription,guide
FORD,METEOR,HA to HE,1982 to 1987,5372,2382,3552,,,,52,original-transcription,guide
FORD,MONDEO,Diesel,2007 to 2015,,3888,3662,4044,Stop Start variants must use EFB.,Yes,52,original-transcription,guide
FORD,MONDEO,Petrol,2007 to 2015,,3888,3662,4044,Stop Start variants must use EFB.,Yes,52,original-transcription,guide
FORD,MONDEO,"MD, Diesel",2015 onward,,,3888,4044,Stop Start variants must use EFB.,Yes,52,original-transcription,guide
FORD,MONDEO,"MD, Petrol",2015 onward,2502,3551,2542,5536,3551 can replace 2581.,,52,original-transcription,guide
FORD,MUSTANG,Cobra,2001 to 2003,2502,3551,2542,5536,3551 can replace 2581.,,52,original-transcription,guide
FORD,MUSTANG,All variants,1965 to 1978,,3552,2542,5536,3552 has been recently upgraded to 590CCA. Check CCA on the label and use the upgraded 3552.,,52,original-transcription,guide
FORD,MUSTANG,"2.3L 4Cyl, Petrol",2015 onward,,3552,2542,5536,3552 has been recently upgraded to 590CCA. Check CCA on the label and use the upgraded 3552.,Yes,52,original-transcription,guide
FORD,MUSTANG,"5.0L V8, Petrol",2015 onward,,2502,2542,5536,3552 has been recently upgraded to 590CCA. Check CCA on the label and use the upgraded 3552.,Yes,52,original-transcription,guide
FORD,PROBE,All variants,1994 to 1998,3552,,2542,,,,52,original-transcription,guide
FORD,RAIDER,All variants,1991 to 1997,5375,,2541,5536,,,53,original-transcription,guide
FORD,RANGER,"PJ, PK",2007 to 2011,4703,,3662,5593,Some use 3664.,,53,original-transcription,guide
FORD,RANGER,"PX, 2.2L Diesel",2011 to 2015,5372,3772,3662,5556,Some use 3772.,,53,original-transcription,guide
FORD,RANGER,"PX, 2.5L Petrol",2011 to 2015,5372,3772,3662,5556,Some use 3772.,,53,original-transcription,guide
FORD,RANGER,"PX, 3.2L Diesel, Manual",2011 to 2015,5372,3772,3662,5556,Some use 3772.,,53,original-transcription,guide
FORD,RANGER,"PX, 3.2L Diesel, Automatic",2011 to 2015,5372,3772,3662,5556,Some use 3772.,,53,original-transcription,guide
FORD,RANGER,"PX MKII, 2.2L, Automatic",2015 to 2018,5372,3972,4044,5556,Must use EFB battery.,Yes,53,original-transcription,guide
FORD,RANGER,"PX MKII, 3.2L, Manual",2015 to 2018,5372,3972,4044,5556,Must use EFB battery.,Yes,53,original-transcription,guide
FORD,RANGER,"PX MKII, 3.2L, Automatic",2015 to 2018,5372,3972,4044,5556,Must use EFB battery.,Yes,53,original-transcription,guide
FORD,RANGER,"PX MKIII, 2.0L, Twin-turbo",2018 onward,,,4772,5556,,Yes,53,original-transcription,guide
FORD,RANGER,"PX MKIII, 2.2L, Automatic",2018 onward,,,4772,5556,,Yes,53,original-transcription,guide
FORD,RANGER,"PX MKIII, 3.2L, Manual",2018 onward,,,4772,5556,,Yes,53,original-transcription,guide
FORD,RANGER,"PX MKIII, 3.2L, Automatic",2018 onward,,,4772,5556,,Yes,53,original-transcription,guide
FORD,SPECTRON,All variants,1983 to 1990,5375,,2382,4593,3552 can replace 2582.,,53,original-transcription,guide
FORD,TAURUS,All variants,1996 to 1998,5375,,2502,,,,53,original-transcription,guide
FORD,TELSTAR,AU,1999 to 2002,5375,,2502,5556,,,53,original-transcription,guide
FORD,TELSTAR,"AR, AS, AT",1983 to 1989,5375,,3502,4593,,,53,original-transcription,guide
FORD,TELSTAR,"AV, AX, AY",1990 to 1996,2502,,3554,4526,,,53,original-transcription,guide
FORD,TERRITORY,"SX, SY",2004 to 2011,5375,,3664,,ICC Alert. Recommend using memory minder - refer to MasterFit. Some variants may have 3664. Police use 5536.,Yes,53,original-transcription,guide
FORD,TERRITORY,"SZ, Diesel",2011 onward,3664,,3554,5526,ICC Alert. Recommend using memory minder - refer to MasterFit. Some variants may have 3664. Police use 5536.,Yes,53,original-transcription,guide
FORD,TERRITORY,"SZ, Petrol",2011 onward,3664,,3554,5526,ICC Alert. Recommend using memory minder - refer to MasterFit. Some variants may have 3664. Police use 5536.,Yes,53,original-transcription,guide
FORD,TL50,AU,1999 to 2002,5375,,2502,5536,,,53,original-transcription,guide
FORD,TRANSIT,Petrol,1973 to 1976,2502,,2134,5593,Requires 2 batteries.,,53,original-transcription,guide
FORD,TRANSIT,Petrol,1977 to 1981,2502,,2134,5593,Requires 2 batteries.,,53,original-transcription,guide
FORD,TRANSIT,Petrol,1994 to 1996,2502,,3662,5536,,,53,original-transcription,guide
FORD,TRANSIT,"VF, Petrol",1994 to 1996,3662,,3662,5536,,,53,original-transcription,guide
FORD,TRANSIT,"VF, Diesel",1994 to 1996,3662,,3662,5536,,,53,original-transcription,guide
FORD,TRANSIT,"VG, Diesel",1997 to 2000,3662,,3662,5536,,,53,original-transcription,guide
FORD,TRANSIT,"VG, Petrol",1997 to 2000,3662,,3662,5536,,,53,original-transcription,guide
FORD,VH,Diesel,2000 to 2004,6372,,3662,,Requires 2 batteries.,,54,original-transcription,guide
FORD,VH,Petrol,2000 to 2004,3662,,3662,,Requires 2 batteries.,,54,original-transcription,guide
FORD,VJ,Diesel,2004 to 2006,5372,6372,3662,5556,Requires 2 batteries.,,54,original-transcription,guide
FORD,VJ,Petrol,2004 to 2006,5372,,3662,5556,Requires 2 batteries.,,54,original-transcription,guide
FORD,VM,Diesel,2006 to 2014,5372,6372,3662,5556,Requires 2 batteries.,,54,original-transcription,guide
FORD,VM,Petrol,2006 onward,5372,,3662,5556,Requires 2 batteries.,,54,original-transcription,guide
FORD,[MISSING],AU,1999 to 2002,5375,,2134,5536,Requires 2 batteries.,,54,original-transcription,guide
FORD,[MISSING],All variants,2014 onward,,,,4044,Stop Start variant fit 4044 x 1 or 5556 x 1. Non-Stop Start requires 2 x 5372 batteries.,,54,original-transcription,guide
FORD,[MISSING],All variants,1960 to 1966,3554,,2134,,,,54,original-transcription,guide
FOTON,[MISSING],All variants,2014 onward,4703,,3775,5536,,,54,original-transcription,guide
FOTON,[MISSING],Diesel,2017 onward,4704,,3884,5556,,,54,original-transcription,guide
FOTON,[MISSING],Petrol,2017 onward,4504,,3552,5526,,,54,original-transcription,guide
FOTON,[MISSING],All variants,2012 onward,4703,,3772,5536,,,54,original-transcription,guide
FSM,[MISSING],All variants,1989 to 1993,5344,,3554,5526,,,54,original-transcription,guide
GEELY,Mk,,2011 onward,2135,,3554,5526,,,54,original-transcription,guide
GENESIS,[MISSING],"2.0L, 4 cyl, Petrol",2019 onward,,,3775,5556,,,54,original-transcription,guide
GENESIS,[MISSING],"3.3L, V6, Petrol",2019 onward,,,3884,5566,Require 5566 to meet OEM spec.,,54,original-transcription,guide
GENESIS,[MISSING],"3.8L, V6, Petrol",2014 onward,,,3888,5566,Require 5566 to meet OEM spec.,,54,original-transcription,guide
GIOCATTOLO,[MISSING],All variants,1988 to 1989,3554,,3552,5526,,,54,original-transcription,guide
HOLDEN,ACADIA,V6 3.6L Petrol,2018 onward,,,2542,5556,Current Sensor Warning. See pdf for the reset instructions.,,56,original-transcription,guide
HOLDEN,ADVENTRA,VY VZ,2003 to 2009,,2502,,2542,,,56,original-transcription,guide
HOLDEN,APOLLO,JK JL,1989 to 1993,,,,2382,,,56,original-transcription,guide
HOLDEN,APOLLO,JM JP 4 Cyl,1993 to 1997,,,,2544,,,56,original-transcription,guide
HOLDEN,APOLLO,JM JP V6,1993 to 1997,,,,2382,,,56,original-transcription,guide
HOLDEN,ASTRA,LB LC LD,1984 to 1989,,,,2544,,,56,original-transcription,guide
HOLDEN,ASTRA,TR,1996 to 1998,,,,3552,,,56,original-transcription,guide
HOLDEN,ASTRA,TS 1.8L 2.0L 2.2L,1998 to 2007,,,,3662,,,56,original-transcription,guide
HOLDEN,ASTRA,AH Diesel,2006 to 2010,,,,3662,,,56,original-transcription,guide
HOLDEN,ASTRA,AH Petrol,2006 to 2010,,,,3662,,,56,original-transcription,guide
HOLDEN,ASTRA,PJ GTC Manual,2015 to 2016,,,3662,5536,Stop Start; must use AGM.,Yes,56,original-transcription,guide
HOLDEN,ASTRA,PJ GTC Automatic 1.6L Petrol,2015 to 2016,,,3662,5536,Stop Start; must use AGM.,Yes,56,original-transcription,guide
