claim_id,make,model,series,year_from,year_to,engine_trim,fuel,stop_start,battery_type,source_code,standard_code,terminal_layout,cca_min,source_guide,source_year,confidence,notes
SC2019-0180,BMW,525,,1994,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0181,BMW,530,,1994,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0182,BMW,540,,1994,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0183,BMW,740,,2001,,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0184,BMW,740,,2001,,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0185,BMW,850,,1989,1994,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0186,BMW,116i Hatch 1.6T,,2011,,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0187,BMW,118d Diesel 2.0DT,,2011,,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0188,BMW,118i,,2005,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0189,BMW,118i,,2015,2017,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0190,BMW,118i Hatch 1.6i,,2011,,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0191,BMW,120i,,2005,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0192,BMW,"120I Coupe, Convertible 2.0i",,2008,2013,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0193,BMW,"123d Diesel Hatch, Coupe, Convertible 2.0DT",,2009,2013,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0194,BMW,125i Hatch 2.0T,,2012,,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0195,BMW,"135I  Coupe, Convertible 3.0T",,2008,2013,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0196,BMW,218d Diesel 2.0DT,,2014,,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0197,BMW,218I Hatch 1.5T,,2014,,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0198,BMW,220d Diesel 2.0i,,2014,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0199,BMW,220i Hatch 2.0i,,2014,,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0200,BMW,225i Hatch 2.0T,,2014,,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0201,BMW,228i,,2014,,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0202,BMW,3 Series,,1991,,,,,,MF66H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0203,BMW,3 Series 1,,1976,1996,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0204,BMW,3 Series 320 / 325,,2000,,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0205,BMW,3 Series Activehybris 3.0T,,2013,2015,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0206,BMW,316 2 Door,,1997,1998,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0207,BMW,316i,,2001,,,,,,MF44,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0208,BMW,316i Sedan 1.6T,,2013,,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0209,BMW,"318 4Cyl, 320 4Cyl (under bonnet)",,1976,1994,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0210,BMW,3.18e+38,,1991,1999,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0211,BMW,3.18e+48,,2000,2005,,,,,MF55H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0212,BMW,"318i, 325",,2001,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0213,BMW,320,,1970,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0214,BMW,320D,,2007,,,,,,MF77,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0215,BMW,"320d Diesel Sedan, Hatch 2.0DT",,2011,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0216,BMW,"320i Sedan, Wagon, Hatch 2.0T",,2012,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0217,BMW,323i (in boot),,1996,,,,,,MF66H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0218,BMW,325i,,1994,1995,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0219,BMW,325i,,2006,,,,,,MF66H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0220,BMW,328 Series E36,,1997,2001,,,,,MF66H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0221,BMW,328Ci,,1999,2000,,,,,MF66H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0222,BMW,"328i Sedan, Wagon, Hatch 2.8i",,2013,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0223,BMW,330 Series E46,,2000,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0224,BMW,330i,,2000,2007,,,,,MF77,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0225,BMW,330i,,2015,,,,,,MF77,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0226,BMW,335i,,2006,,,,,,MF66H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0227,BMW,"335i Sedan, Wagon 3.0T",,2010,2012,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0228,BMW,"335i Coupe, Convertible 3.0T",,2010,2013,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0229,BMW,335i Sedan 3.0T,,2013,,,,,,MF55HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0230,BMW,420d Diesel 2.0DT,,2013,,,,,,MF55HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0231,BMW,"420i, 428i 2.0T",,2013,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0232,BMW,435i 3.0T,,2013,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0233,BMW,5 Series (under seat),,1987,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0234,BMW,"5 Series 6Cyl, 7 Series 6Cyl (under bonnet)",,1976,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0235,BMW,5 Series Diesel,,2010,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0236,BMW,5 Series ActiveHybrid,,2013,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0237,BMW,"520d, 530d, 535d Diesel",,2010,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0238,BMW,"520i, 523i, 525i, 530i Sedan",,2003,2009,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0239,BMW,"520i, 528i, 2535i, 550i",,2010,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0240,BMW,"525, 525i",,2004,2004,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0241,BMW,525E,,1994,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0242,BMW,528i,,1977,2000,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0243,BMW,530D,,2005,2005,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0244,BMW,"530i, 530i Executive & Sport",,2001,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0245,BMW,535i,,1986,2003,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0246,BMW,535i V8,,2001,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0247,BMW,"540i V8 Executive, V8 Sport",,2001,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0248,BMW,"540i, 545i, 550i",,2003,2010,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0249,BMW,640d Diesel 3.0DT,,2013,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0250,BMW,"640i, 650i 3.0T, 4.4TT",,2011,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0251,BMW,645Ci,,2004,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0252,BMW,650i,,2005,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0253,BMW,650i,,2015,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0254,BMW,7 Series,,1988,1996,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0255,BMW,7 Series (under seat),,1987,1996,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0256,BMW,"730d, 740i, 750i, 760Li",,2009,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0257,BMW,"735i, 740i, 745i, 745Li, 760Li",,2001,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0258,BMW,7 Series ActiveHybrid 3.0T/40kW,,2013,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0259,BMW,8 Series,,1990,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0260,BMW,Alpine,,1976,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0261,BMW,M3,,2015,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0262,BMW,M3 Coupe,,2000,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0263,BMW,"M3 Coupe, Convertible V8 4.0i",,2007,2013,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0264,BMW,M3 Series (in boot),,1991,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0265,BMW,M3 Series (under bonnet),,1991,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0266,BMW,M135i 3.0T,,2012,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0267,BMW,M2351i 3.0T,,2014,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0268,BMW,M635 csi,,1985,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0269,BMW,S5,,2007,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0270,BMW,X1 Diesel E84 2.0DT,,2010,2015,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0271,BMW,X1 Petrol E84,,2010,2015,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0272,BMW,X1 Diesel 2.0DT & Petrol 2.0T,,2015,,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0273,BMW,X3,,2004,,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0274,BMW,"X3 Diesel 20D, 30d",,2005,2010,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0275,BMW,"X3 Petrol 25i, 30i",,2006,2010,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0276,BMW,"X3 Petrol xDrive 28i, 3.0i",,2011,2012,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0277,BMW,"X3 Petrol F25 xDrive 20i, 2.0ltr, 28i 2.0ltr",,2012,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0278,BMW,"X3, X5, X6",,2008,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0279,BMW,X4,,2014,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0280,BMW,X5,,2001,,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0281,BMW,"X5 3.0i, X5 4.4i, X5 4.6LS, X5 V8, X5 4WD",,2001,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0282,BMW,X5,,2014,,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0283,BMW,X5 F15 Series,,2013,,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0284,BMW,X6,,2008,,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0285,BMW,"X6 xDrive 30d, 40d, xDrive 35i, 50i, m50d",,2008,2015,,,,,MF88HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0286,BMW,Z3,,1999,2002,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0287,BMW,"Z3 3.0i, 2.2i Convertible, Roadster, E36, E37",,1992,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0288,BMW,Z4,,2003,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0289,BMW,"Z4 sDrive 20i, 28i, 35is",,2008,2015,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0290,BUICK,All Models,,1990,,,,,,MF95D31R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0291,CADILLAC,All Models,,1956,1982,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0292,CADILLAC,All Models,,1982,1990,,,,,MF95D31R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0293,CHERY,J1,,2009,2010,,,,,MF55H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0294,CHERY,J1,,2011,,,,,,MF55B24RS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0295,CHERY,J3,,2001,,,,,,MF55H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0296,CHERY,"J11 SUV Automatic, Tiggo",,2011,,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0297,CHRYSLER,300C Diesel,,2007,,,,,,MF88H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0298,CHRYSLER,300C Petrol,,2007,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0299,CHRYSLER,Cross!re,,2003,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0300,CHRYSLER,Dodge Avenger,,2007,,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0301,CHRYSLER,Dodge Nitro,,2007,2010,,,,,MF80D26R,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0302,CHRYSLER,Dodge Nitro,,2007,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0303,CHRYSLER,Dodge Nitro Diesel,,2007,,,,,,MF77H,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0304,CHRYSLER,Dodge Calibre,,2009,,,,,,MF50,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0305,CHRYSLER,Dodge Journey,,2009,,,,,,MF50,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0306,CHRYSLER,Grand Voyager - LE/SE/Ltd,,1999,2004,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0307,CHRYSLER,Grand Voyager,,2011,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0308,CHRYSLER,Grand Voyager Diesel 2.8DT,,2011,,,,,,MF77HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0309,CHRYSLER,Neon,,1995,1999,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0310,CHRYSLER,Neon LE/LX/SE,,2000,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0311,CHRYSLER,Neon Viper,,1999,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0312,CHRYSLER,Prowler,,2004,2004,,,,,MF78DT,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0313,CHRYSLER,Prowler,,2002,,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0314,CHRYSLER,PT Cruiser,,2000,2000,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0315,CHRYSLER,PT Cruiser,,2001,,,,,,MF58,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0316,CHRYSLER,"PT Cruiser Classic, Grand Tourer, Limited",,2004,2004,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0317,CHRYSLER,Sebring,,2007,,,,,,MF50,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0318,CHRYSLER,Voyager - MPV SE,,2001,2004,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0319,CHRYSLER,Voyager - SE SWB,,1997,2000,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0320,CHRYSLER,Voyager SE LWB RG,,2004,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0321,CITROEN,AX- GT 1.4 Hatch,,1986,1994,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0322,CITROEN,Berlingo,,1986,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0323,CITROEN,Berlingo Diesel Van L2 e-Hdi Auto,,2015,,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0324,CITROEN,"BX - 16TRS, 6TRSI, 19GT, TRI, TZI",,1986,1994,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0325,CITROEN,BX - Most Models,,1976,1983,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0326,CITROEN,BX1,,1986,1990,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0327,CITROEN,"BX16TRX, BX19GT",,1986,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0328,CITROEN,C2,,2005,2005,,,,,MF44,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0329,CITROEN,C2,,2003,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0330,CITROEN,"C3 - 1.1i L, 1.4i LX, 1.6i 16V",,2003,,,,,,MF44,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0331,CITROEN,C3 - 1.4 Hdi,,2003,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0332,CITROEN,"C3 1.1i L, 1.4i LX, C3 1.6 Ltr Petrol",,2002,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0333,CITROEN,C3 Diesel Seduction e-Hdi 1.6DT,,2012,2014,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0334,CITROEN,"C3 Petrol Seduction Vti 1.2i, Exclusive 1.6i",,2013,,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0335,CITROEN,"C4 - 1.6 VTR, 1.6SX, 1.6 SX Hdi, 2.0 VTS, 2.0 VTR, 2.0 Hdi",,2005,2005,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0336,CITROEN,"C4 1.6 ltr, 2.0Ltr Petrol",,2004,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0337,CITROEN,C4 HDI 1.6 ltr Diesel,,2001,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0338,CITROEN,C4 Picasso,,2005,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0339,CITROEN,C4 Aircross,,2012,,,,,,MF75D23L,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0340,CITROEN,"C4 Diesel e-Hdi Exclusive, Seduction Auto 1.6DT",,2011,,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0341,CITROEN,C4 Petrol Picasson MPV 1.6T,,2013,,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0342,CITROEN,C5,,2001,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0343,CITROEN,"C5 - 1.8i, 2.0i",,2001,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0344,CITROEN,"C5 - 3.0 V6, 2.0 Hdi, 2.02 Hdi",,2001,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0345,CITROEN,C6,,2007,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0346,CITROEN,C6 - V6 & V6 Hdi,,2001,,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0347,CITROEN,"C8 - 2.0i, 2.02",,2002,2002,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0348,CITROEN,"C8 - 3.0 V6, 2.0 Hdii, 2.02 Hdi",,2002,2002,,,,,MF77,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0349,CITROEN,"CX - 22, 24",,1976,1983,,,,,MF51,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0350,CITROEN,"CX - 25GTi, 25IE Pallas",,1984,1985,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0351,CITROEN,"D Series, DS Series",,1959,1978,,,,,MF50,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0352,CITROEN,Dispatch,,2011,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0353,CITROEN,Diesel Models,,1976,1988,,,,,MF88,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0354,CITROEN,"DS4 Diesel Hdi, e-Hdi 1.6DT, 2.0DT",,2011,,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0355,CITROEN,DS5 Diesel 2.0DT,,2012,,,,,,MF66HSS,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0356,CITROEN,Estate Diesel,,2005,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0357,CITROEN,"GS - Club, Pallais, 12, 122",,1972,1978,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0358,CITROEN,Picasso,,2005,2008,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0359,CITROEN,Pluriel,,2005,2005,,,,,MF44,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0360,CITROEN,Xantia,,1985,1995,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0361,CITROEN,Xantia,,1996,1998,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0362,CITROEN,Xantia Exclusive V6,,1998,,,,,,MF66,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0363,CITROEN,"XM - Hatch, Exclusive V6",,1991,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0364,CITROEN,XM V6 Auto (HB),,1990,1994,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0365,CITROEN,Xsara,,1998,2000,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0366,CITROEN,"Xsara Coupe VTR 1.6, VTS2.0",,2001,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
SC2019-0367,CITROEN,Xsara Estate - 1.6i Petrol,,2000,,,,,,MF55,,,,SuperCharge,2019,guide,open-ended year ranges from 2019 guide
